source,target,weight
13725,38338,0.240711835
13725,62102,0.304815798
13725,65485,0.389918446
13725,16241,0.235882394
63237,7727,0.36537271
63237,40465,0.336602633
63237,40525,0.303403878
63237,8622,0.206439644
63237,13984,0.408348807
63237,48884,0.220272237
63237,10093,0.395563651
41244,70471,0.314108914
41244,5867,0.324452955
41244,19026,0.423420463
41244,39178,0.302074082
41244,3638,0.534140066
41244,20545,0.221621617
41244,1993,0.396041393
41244,15282,0.559457411
41244,21546,0.385137079
47157,45922,0.362676416
47157,49906,0.378170215
47157,24323,0.46514745
47157,77055,0.36115737
60329,42949,0.355211225
60329,58580,0.342785788
60329,60404,0.388268671
76998,53572,0.352798912
47196,18053,0.38017947
47196,73347,0.200032239
47196,90432,0.418634076
14073,92114,0.305312476
33775,13199,0.30199743
33775,48564,0.27188949
33775,42169,0.151566783
33775,35135,0.343804151
33775,62243,0.161228628
33775,41711,0.515399917
33775,24564,0.542031962
33775,60217,0.316517525
33775,51097,0.538106824
33775,11713,0.358590693
33775,48381,0.382075076
33775,3703,0.222625854
33775,26347,0.315627689
33775,42717,0.378490056
33775,37384,0.350400069
33775,48823,0.246156143
33775,1967,0.280048728
33775,23029,0.311756588
33775,59395,0.382052474
33775,40776,0.398648413
33775,89456,0.291370831
33775,39484,0.590026627
33775,78842,0.390291289
33775,77423,0.318164807
53445,71038,0.191468731
53445,3113,0.302148031
53445,62319,0.32254796
53445,11257,0.362438411
53445,55465,0.398100852
53445,5182,0.327414165
53445,31212,0.424134783
53445,46668,0.358542636
53445,59340,0.437917704
53445,40415,0.330457316
53445,84844,0.393852386
53445,52976,0.404355462
53445,83397,0.381833895
53445,41031,0.372017714
53445,36508,0.324355456
53445,2458,0.340980873
53445,16433,0.467886874
53445,45271,0.345703681
53445,78893,0.333408619
53445,60163,0.365387477
53445,86457,0.304185502
53445,47063,0.360650678
53445,31811,0.329036631
53445,26561,0.33766118
71038,36508,0.355536964
71038,18583,0.332736361
71038,67751,0.306944766
71038,30985,0.394985276
71038,79828,0.356943386
71038,60163,0.332689202
71038,36335,0.31908113
71038,81413,0.303181873
71038,16433,0.319287109
71038,78000,0.340016223
71038,86457,0.46639354
71038,91372,0.34033718
71038,37180,0.357424917
71038,49906,0.326059363
71038,89702,0.310105957
71038,19956,0.309569801
71038,44463,0.458457349
71038,24024,0.533661307
71038,2193,0.399786123
71038,46668,0.380341159
71038,44380,0.399049299
71038,85777,0.369268685
71038,15134,0.35211257
71038,65756,0.399950423
71038,45373,0.342494756
71038,47174,0.320084054
71038,51391,0.374802121
71038,9100,0.165816564
71038,7025,0.380918169
36508,73107,0.210544979
36508,54265,0.382579772
36508,86457,0.410553204
36508,37238,0.586552464
36508,32985,0.406804626
36508,14191,0.507651628
36508,58542,0.242174315
36508,2274,0.100173284
36508,59229,0.383337947
36508,36701,0.581082673
36508,62734,0.331440019
36508,90896,0.483755044
36508,63341,0.296800921
36508,16109,0.362344523
36508,85777,0.210965992
36508,76905,0.145037592
36508,4729,0.501124779
36508,91173,0.399394878
36508,53053,0.244275523
36508,63228,0.211302314
36508,72388,0.376037828
36508,3113,0.185596895
36508,59992,0.367888339
36508,7446,0.304353483
36508,23311,0.544895987
18583,37180,0.339288608
18583,87776,0.119781779
18583,19316,0.325881166
18583,60401,0.336115957
18583,10209,0.201606305
67751,15134,0.509108507
67751,32117,0.305454644
67751,65756,0.367765379
67751,37490,0.344052323
67751,45373,0.434140052
67751,72469,0.387285822
67751,76996,0.265441763
67751,9100,0.353338405
30985,64486,0.375485732
30985,27675,0.258733716
30985,23863,0.30172905
30985,21432,0.548306894
79828,10655,0.356680488
79828,32446,0.324734343
79828,14443,0.326568814
79828,67769,0.307536414
79828,35608,0.353308448
79828,23808,0.198972585
79828,16111,0.324423486
79828,11581,0.333260014
79828,25493,0.351590975
79828,23029,0.226488242
79828,16982,0.322659258
60163,47174,0.356474942
60163,88269,0.453957452
36335,3405,0.39446222
36335,69969,0.142244842
36335,6597,0.37352329
81413,89055,0.317770668
81413,49906,0.519826268
81413,12042,0.339487675
81413,88094,0.349889247
81413,46668,0.162356398
81413,46948,0.333772661
81413,23394,0.358279793
81413,65756,0.115141109
16433,9460,0.393328747
78000,38265,0.302932595
78000,90849,0.591065852
78000,89702,0.537114534
78000,19956,0.377424547
78000,56079,0.249232737
78000,61383,0.173227622
78000,83362,0.361112154
78000,6745,0.23331911
78000,7025,0.235687313
78000,44463,0.15220572
78000,34104,0.38195699
78000,65756,0.443246989
78000,52414,0.348020965
78000,58132,0.481570978
78000,58042,0.418886824
78000,91372,0.350755136
78000,90887,0.370678941
78000,54051,0.386342909
78000,24024,0.350296678
78000,2658,0.390593096
78000,2193,0.317568584
78000,12042,0.360259722
78000,46261,0.325822023
78000,51391,0.302371521
78000,24949,0.469700837
78000,15011,0.342390928
78000,40666,0.395411168
78000,16546,0.441447776
78000,60173,0.373431465
78000,45480,0.344332469
87870,16241,0.346689591
87870,24985,0.13015387
87870,12042,0.315971558
87870,48388,0.120354532
40757,10972,0.145729896
40757,10093,0.389373802
40757,72347,0.552638518
40757,88615,0.398128531
40757,92114,0.154610368
40757,1834,0.300019025
40757,35397,0.337152738
40757,71526,0.165739387
40757,80824,0.547738876
40757,81603,0.361656505
40757,31079,0.477450245
40757,27222,0.376029332
40757,12042,0.357773118
40757,60401,0.377927756
40757,66829,0.581508471
40757,85777,0.353715025
19026,90747,0.134237712
19026,18341,0.369426381
19026,30381,0.395463255
19026,4489,0.10420527
19026,59704,0.329041176
19026,20110,0.361868223
19026,60230,0.344510295
19026,88268,0.513695329
19026,65742,0.550820666
19026,3605,0.39685368
19026,62770,0.226678396
19026,42061,0.345585499
19026,58743,0.240534611
19026,62788,0.371199334
19026,65249,0.500056857
19026,58298,0.355583463
19026,72141,0.308563749
19026,61741,0.117883148
19026,13616,0.379255826
19026,7469,0.519569209
19026,92657,0.387055163
19026,34119,0.463319121
19026,27067,0.399074464
19026,62412,0.395975487
10791,7575,0.316284343
10791,76549,0.387210966
10791,5867,0.334918192
10791,64280,0.233173399
10791,82139,0.329019904
10791,46261,0.178457667
10791,48218,0.379818314
10791,85378,0.303379639
10791,11015,0.311599175
10791,54086,0.326493017
10791,19672,0.320641007
10791,91585,0.518838968
10791,18560,0.34744824
10791,51016,0.349493234
10791,55286,0.255470466
10791,31620,0.387661406
10791,82477,0.12565598
10791,15826,0.307274528
10791,42110,0.379286969
10791,59250,0.39357612
10791,5488,0.368432396
10791,60184,0.321113445
10791,27962,0.396124123
10791,42851,0.29549676
10791,9127,0.334123702
62412,73937,0.380026189
62412,20110,0.339223805
62412,64237,0.317443405
62412,53053,0.290101027
62412,19551,0.42246239
62412,65822,0.311461206
62412,24054,0.380819173
11840,51426,0.205399666
11840,14372,0.215075241
16072,3113,0.186492222
16072,26592,0.316366677
16072,14372,0.126073633
16072,52990,0.539209764
16072,38405,0.438886487
16072,4427,0.302847807
13898,48721,0.492743952
13898,48498,0.235617713
13898,77411,0.398894026
13898,48405,0.362439499
15511,18259,0.357807837
15511,51978,0.372550241
15511,86050,0.373445516
15511,83887,0.311206231
15511,16069,0.483450092
15511,12933,0.202061084
15511,28570,0.338043418
15511,71127,0.34955012
15511,46525,0.342119997
15511,36764,0.311636876
15511,1738,0.317010254
15511,806,0.468859659
15511,76483,0.548679071
15511,88060,0.372617395
15511,37783,0.198574755
15511,74387,0.42193452
15511,74329,0.380677581
15511,78650,0.238499167
8072,75603,0.348928472
8072,19922,0.402079522
8072,56609,0.301546252
8072,44044,0.375915687
8072,37115,0.31556943
8072,10209,0.404843422
8072,47796,0.203057952
8072,22953,0.351963343
8072,23366,0.3541124
8072,25028,0.366219507
8072,85777,0.208886217
8072,2274,0.331715355
8072,7903,0.371117239
8072,32117,0.289727305
8072,6135,0.560404183
8072,73968,0.318442732
8072,37767,0.317905745
8072,81521,0.369331215
8072,32476,0.408730312
8072,59703,0.39365873
8072,82051,0.235823062
8072,24133,0.418671796
8072,10698,0.349813852
8072,9065,0.385245245
8072,65929,0.300352802
8072,22187,0.348649379
8072,16629,0.380873692
8072,13020,0.339988857
8072,93618,0.363330235
8072,77843,0.321206669
8072,72382,0.375394753
8072,55199,0.587051201
8072,89515,0.300346154
8072,14025,0.411783147
8072,64286,0.150848148
8072,22748,0.37520782
8072,35085,0.391481586
8072,62014,0.358712628
8072,53774,0.350958479
8072,44769,0.494830163
8072,21492,0.430885912
8072,39178,0.530382535
8072,28442,0.451629907
8072,86016,0.385151915
8072,64991,0.567117698
8072,39458,0.322823463
8072,74329,0.405298265
8072,78921,0.37847916
8072,31680,0.361220857
8072,23491,0.178181397
8072,54493,0.342354605
8072,37620,0.538224803
8072,55226,0.424542845
8072,80121,0.591811757
8072,59636,0.389282363
1245,10209,0.198173373
1245,24323,0.341778235
1245,37533,0.27604823
43346,52696,0.283920266
43346,3583,0.329346066
43346,38162,0.439987342
43346,15011,0.490826057
9127,15011,0.374412539
9127,76549,0.472047688
9127,58975,0.334469392
9127,4826,0.347491782
9127,71274,0.310613787
9127,19736,0.353891826
9127,47407,0.371660279
9127,92663,0.38446572
9127,9784,0.370099212
9127,71178,0.42596101
9127,2186,0.353371409
9127,20239,0.359523827
9127,87077,0.242334924
9127,53379,0.179754157
9127,13407,0.163419412
9127,59471,0.341667849
9127,76758,0.357584338
9127,88426,0.33766818
9127,88500,0.391880283
9127,48995,0.526482056
9127,59804,0.323519322
9127,80618,0.587567126
9127,2788,0.148538388
9127,44764,0.376907608
9127,54612,0.324156262
9127,63957,0.313614683
9127,91585,0.352176331
9127,35135,0.359452889
9127,87372,0.393795897
9127,54677,0.53003617
9127,37783,0.444253025
9127,39839,0.304202931
9127,30619,0.588087538
9127,3694,0.147555504
9127,42851,0.393576289
9127,60230,0.369728385
9127,85480,0.344444029
21062,45058,0.307032241
21062,40525,0.387904949
21062,3741,0.481592338
46918,65092,0.44746507
46918,39924,0.372686577
51603,5534,0.565664546
51603,79116,0.111561732
51603,39813,0.216181493
10836,6745,0.385695542
10836,67313,0.396606416
10836,25319,0.263215475
10836,3941,0.561394873
10836,29209,0.562342186
10836,2006,0.158438274
83746,40742,0.388665027
83746,44542,0.4262842
83746,42826,0.372075482
83746,33047,0.328120451
83746,59419,0.262184027
26975,1652,0.288815411
26975,27483,0.370083288
26975,82476,0.39276023
26975,87222,0.311147403
26975,28491,0.305024901
26975,19892,0.340675833
26975,21546,0.350124148
26975,48273,0.3221515
26975,53090,0.346898134
26975,16546,0.154774093
26975,31446,0.396425573
26975,4451,0.373837086
26975,18409,0.288413013
26975,51017,0.406062613
26975,73869,0.342894102
26975,12963,0.550384724
26975,40868,0.323196046
26975,30020,0.310817962
26975,5932,0.304007278
26975,7575,0.392636886
26975,673,0.362987182
10049,56247,0.397510753
10049,61109,0.192176976
10049,18578,0.236441116
10049,12139,0.366060418
10049,9044,0.106798548
10049,6958,0.345099058
10049,84232,0.414553048
44505,12464,0.373430476
44505,20683,0.110847465
72692,1652,0.369587511
72692,10972,0.251829297
72692,62243,0.543960261
72692,68058,0.204856213
72692,45487,0.199308862
72692,27120,0.395883648
72692,13245,0.429701086
9401,26091,0.575263496
88835,21546,0.340984433
82553,18259,0.534236925
82553,70647,0.584239567
82553,10093,0.474926478
82553,37783,0.317871996
31756,51990,0.556617253
59949,12416,0.348862288
59949,68605,0.321665604
54494,52920,0.309751909
82868,52526,0.369816989
82868,38935,0.324449184
82868,24861,0.505732281
82868,9279,0.341080002
82868,49921,0.382594778
82868,37004,0.33776174
82868,18494,0.38727933
82868,37085,0.365175794
82868,40666,0.450164566
82868,24621,0.414448464
82868,44145,0.378123771
82868,64271,0.312591791
82868,45708,0.141936896
82868,8146,0.543155633
82868,80062,0.391689884
82868,85122,0.335187308
82868,53968,0.320684828
82868,56247,0.300684472
82868,2006,0.278381556
82868,55061,0.384595252
82868,92328,0.417561443
82868,28268,0.345015932
82868,59992,0.597839672
82868,76549,0.223725446
52526,85557,0.376581853
52526,8342,0.125498226
52526,51585,0.348382794
52526,2006,0.470550228
52526,42670,0.350699834
52526,57500,0.440360104
52526,65997,0.377419742
52526,55061,0.34973835
52526,92328,0.321005551
52526,19672,0.378793922
52526,8360,0.451294571
52526,32927,0.333208089
52526,17689,0.246080096
52526,89055,0.1859252
52526,42826,0.52511048
52526,71136,0.390686724
52526,53968,0.417129147
52526,56247,0.230330439
52526,30824,0.464706608
52526,5637,0.37183836
52526,40742,0.385105066
52526,78321,0.21488109
52526,55817,0.349597181
52526,12334,0.571796388
52526,40763,0.337657817
52526,14317,0.335620936
52526,32060,0.302870747
52526,28268,0.365152289
52526,59992,0.312235153
52526,77423,0.164863924
52526,13199,0.305963943
52526,39770,0.308986785
52526,66722,0.322999951
52526,29989,0.577228711
52526,60733,0.341151314
85557,27016,0.447816895
85557,15997,0.370938416
85557,69147,0.136559863
8342,7575,0.319944287
8342,40,0.547997004
8342,57357,0.354559716
8342,44380,0.271002593
8342,37115,0.55495038
8342,20312,0.386949955
8342,50916,0.391581176
8342,56945,0.372261052
8342,32786,0.576005532
8342,32060,0.331491466
8342,12334,0.396026558
8342,43414,0.357445584
8342,2185,0.294065985
8342,12502,0.375901957
8342,54101,0.463179463
8342,41041,0.428633184
8342,45493,0.397333335
8342,68898,0.527542182
8342,44758,0.378838431
8342,73809,0.347909484
8342,36126,0.580394837
8342,64215,0.311296696
8342,28268,0.33026437
8342,89055,0.301399548
8342,51391,0.350672245
8342,74728,0.309361368
8342,56915,0.345905703
8342,3113,0.303086582
8342,54222,0.558005186
8342,62102,0.571642552
8342,3451,0.37924154
51585,21229,0.132876173
51585,31577,0.590538429
2006,79087,0.392524273
2006,59340,0.24559173
2006,92284,0.344341998
2006,155,0.532906427
2006,64907,0.544363285
2006,29209,0.317161418
2006,88729,0.315424548
42670,24323,0.583832041
42670,17689,0.286004187
57500,23410,0.103168326
65997,13199,0.319568358
65997,40763,0.307343008
65997,30381,0.35396012
65997,18288,0.373281821
65997,16460,0.332207583
65997,89055,0.404228246
65997,45058,0.396858047
65997,23103,0.32728789
65997,51036,0.365549672
65997,49608,0.424552806
65997,55474,0.114886693
65997,59992,0.313900144
65997,30824,0.327602219
65997,67769,0.353028424
65997,68058,0.325194547
65997,42826,0.429267685
65997,67205,0.364428245
65997,43503,0.324465296
65997,71132,0.379683592
65997,39770,0.586981093
65997,89124,0.322841844
65997,11061,0.372355695
65997,91570,0.43367092
65997,71136,0.311637148
65997,56741,0.297440409
65997,14317,0.372049019
65997,37783,0.298677539
65997,23808,0.187156356
65997,57140,0.315119005
65997,41293,0.536048756
65997,18259,0.30613336
55061,74329,0.354082313
55061,51323,0.387080083
55061,48225,0.48167826
55061,48823,0.352315659
55061,61369,0.307243985
92328,66829,0.329266622
92328,53755,0.103906139
92328,10376,0.310192387
92328,1406,0.319980118
92328,46562,0.348757786
92328,37222,0.36270266
92328,77423,0.488279429
92328,66722,0.219743124
92328,75263,0.395096542
92328,62915,0.370028229
92328,53233,0.357490696
92328,48273,0.31386747
92328,37319,0.561115189
92328,22135,0.303482257
92328,29989,0.343091858
92328,31340,0.39839079
92328,48405,0.325199883
19672,53968,0.347843173
19672,5637,0.238780539
19672,10490,0.351929315
19672,50569,0.210304421
19672,43101,0.396830688
19672,21979,0.165166307
19672,40742,0.340628364
19672,89132,0.316801493
19672,60733,0.343274048
19672,51990,0.142917545
19672,38338,0.133649456
8360,78321,0.218248195
8360,55817,0.332980851
8360,65742,0.30827327
32927,6305,0.301682764
32927,19603,0.373145669
11897,62102,0.108425069
11897,70846,0.411848969
11897,36901,0.326884394
11897,44380,0.204547176
11897,71170,0.39007772
11897,29560,0.219092292
11897,16105,0.383070275
11897,21637,0.484744003
11897,17555,0.373994713
11897,2649,0.328703263
11897,11257,0.321068579
11897,82256,0.112317468
11897,15550,0.312324512
11897,24933,0.341944527
11897,20836,0.407979691
11897,58064,0.202965075
11897,60925,0.421559057
11897,7022,0.382116264
11897,17177,0.390394197
11897,19815,0.543706169
11897,20612,0.481466134
11897,89055,0.286713157
11897,52937,0.567530906
11897,85671,0.207342503
11897,677,0.251323935
11897,54365,0.372083513
11897,51484,0.485887855
11897,57525,0.440986872
11897,27067,0.487085416
11897,9655,0.254507717
11897,7871,0.348004114
11897,9561,0.331130857
11897,76626,0.228589341
73937,37921,0.317188913
73937,62393,0.382220039
73937,36654,0.355818987
73937,19736,0.199503058
73937,29205,0.262165024
73937,72543,0.180635172
73937,91028,0.365606992
73937,90547,0.331899893
73937,29053,0.362533296
73937,46490,0.35352873
73937,83871,0.219274683
73937,80811,0.392972054
73937,15635,0.372102288
73937,25266,0.296586005
73937,90920,0.325733579
73937,46833,0.355873128
73937,66355,0.167468411
73937,30711,0.390370036
73937,45113,0.34134647
73937,19163,0.216984215
73937,62326,0.556286264
73937,9141,0.373763628
73937,62784,0.156388759
73937,77889,0.186229918
73937,18008,0.349013165
73937,60404,0.390193783
73937,50723,0.531244115
73937,3744,0.166894411
73937,18307,0.546250401
73937,43811,0.340974895
73937,82525,0.318223542
73937,20625,0.349319712
73937,30983,0.372927561
73937,19712,0.268033319
73937,86154,0.355319657
73937,82270,0.344665854
73937,8761,0.362319527
73937,60837,0.311065722
73937,81033,0.191254575
73937,29225,0.386737261
73937,10927,0.315346488
73937,72545,0.368046023
73937,68314,0.30886475
73937,4778,0.341941271
73937,44044,0.341310745
73937,25562,0.304682482
73937,74501,0.152026123
73937,10688,0.266591005
73937,69708,0.345609483
73937,39939,0.373834662
73937,50770,0.322880904
73937,91966,0.200850061
73937,59430,0.352938285
73937,55102,0.507141644
73937,35750,0.340620826
73937,80025,0.377421117
73937,87500,0.408672889
73937,621,0.32076128
73937,6480,0.398487153
73937,53385,0.397848988
73937,79199,0.320487442
73937,51482,0.233144859
73937,70846,0.594769018
73937,62807,0.103987024
73937,90270,0.350640471
73937,56247,0.4054104
73937,38265,0.461325159
73937,67912,0.448318792
73937,30619,0.205551446
73937,85415,0.351024274
73937,22341,0.294562436
73937,27067,0.292609359
73937,88794,0.307711733
73937,86748,0.476333569
73937,3113,0.380161102
73937,23311,0.399626145
73937,5637,0.144720234
73937,27900,0.277520805
73937,19922,0.247958686
73937,33108,0.316658432
73937,44380,0.355094675
73937,59870,0.348546231
53314,38265,0.419762791
53314,35940,0.32505621
53314,85345,0.297609622
91081,14443,0.392180151
91081,58177,0.239395941
91081,78127,0.567461755
15916,39534,0.37031989
15916,21986,0.138508338
15916,78921,0.134498927
15916,83820,0.320575364
15916,69685,0.324956069
15916,11179,0.488726573
15916,74498,0.348438933
15916,36435,0.263519334
80461,18238,0.566289449
80461,75603,0.311522041
80461,88600,0.343908967
80461,25695,0.200242591
80461,40884,0.336426221
80461,9942,0.348064391
80461,48786,0.357415892
80461,61277,0.355203504
56754,22904,0.361978455
36903,81880,0.513147717
45246,87660,0.350644306
2471,23311,0.425800517
2471,86986,0.398584819
2471,75861,0.408268637
2471,85694,0.312345359
2471,51391,0.395850295
2471,40351,0.221027299
2471,56710,0.361113369
2471,4506,0.286268434
2471,93103,0.306785842
2471,65333,0.308237507
2471,72890,0.392128574
2471,62102,0.459869953
2471,67769,0.596525242
2471,25429,0.472643382
17856,70901,0.188202889
17856,42665,0.240926129
28640,50197,0.558060673
28640,32786,0.32670962
28640,72860,0.315620932
1601,30381,0.230897792
1601,15592,0.392312726
1601,25028,0.318947617
1601,45885,0.34765608
1601,64505,0.430261384
1601,89944,0.423457526
1601,46715,0.456976127
1601,83258,0.593918909
1601,40029,0.126042244
1601,33424,0.379077123
1601,58298,0.518133781
1601,87033,0.375085671
1601,71113,0.329327634
1601,10234,0.371893415
1601,80040,0.56409114
1601,69052,0.33597563
1387,38265,0.385804799
1387,7623,0.460509326
1387,15011,0.305164092
74485,85777,0.131084344
74485,48768,0.353963466
65123,70846,0.397598344
65123,19577,0.204456075
65123,81613,0.312854928
65123,61080,0.271320142
65123,36712,0.375103262
65123,90255,0.389739263
65123,61586,0.388514832
65123,5106,0.583492122
65123,64833,0.131150453
65123,73456,0.523891861
65123,43451,0.105681324
65123,59992,0.216830457
65123,74846,0.305680765
42022,29394,0.573010729
32449,84785,0.442256832
79955,16241,0.553664989
32544,81603,0.271740769
72516,41326,0.390363192
52515,22629,0.364463911
51820,31729,0.203351421
51820,51484,0.111348394
51820,68058,0.310741886
51820,71477,0.340885921
51820,65154,0.334542816
51820,58664,0.348963952
51820,19869,0.587535784
67809,23591,0.128983418
60345,16241,0.332468785
61759,92964,0.398791114
15443,10209,0.555179118
15443,65524,0.363124923
15443,76483,0.529521977
15443,49560,0.345452686
15443,29113,0.549459182
15443,63247,0.286018216
17177,50729,0.324922409
17177,42481,0.208255068
17177,54394,0.574978194
602,43108,0.261798056
602,89709,0.306636551
602,21712,0.305902051
602,45005,0.370700553
602,71712,0.528904423
602,48381,0.136225502
602,36701,0.147715069
602,48109,0.326970326
65636,49189,0.499436917
9837,93538,0.582881559
11722,64561,0.361582417
2579,23808,0.129900185
52867,18341,0.597744397
52867,11581,0.347959439
52867,23488,0.276539369
52867,83397,0.255196855
52867,24861,0.140911431
52867,10626,0.392782742
52867,17506,0.332150383
50111,40,0.366802563
50111,30381,0.152740846
50111,39839,0.364451262
50111,28884,0.324330477
50111,88178,0.355898903
50111,18582,0.266219589
50111,45582,0.381352404
50111,61943,0.331491405
50111,90335,0.2214033
50111,34078,0.431394998
50111,34966,0.39398724
50111,79210,0.384041011
23037,24674,0.444634594
23037,74603,0.392106749
54834,70846,0.345833439
54834,27833,0.349526289
54834,21229,0.353481615
54834,84566,0.429775689
54834,53129,0.569585108
63978,18758,0.539814436
90176,70846,0.266432828
90176,51990,0.322599458
90176,59229,0.380573981
90176,51391,0.302175758
90176,1834,0.355247091
19959,76705,0.314092791
19959,70901,0.366473707
19959,51097,0.349714235
19959,50149,0.344222711
48592,70635,0.318720339
48592,10972,0.314570368
48592,7446,0.220301478
48592,64797,0.369559091
48592,59870,0.367981105
48592,70228,0.522726653
48592,85815,0.314727774
48592,55280,0.59082515
48592,6759,0.521710714
48592,42116,0.315420875
48592,10209,0.332374712
48592,16109,0.332253121
48592,43811,0.360556537
8478,48721,0.295885578
8478,56247,0.242682094
8478,39696,0.102402328
8478,53756,0.355788884
8478,1140,0.397808653
8478,90391,0.114188528
8478,30725,0.370610966
8478,10641,0.322291358
3230,641,0.448464955
14086,44115,0.326442924
14086,7359,0.379796811
14086,87687,0.598717044
14086,30084,0.448972909
14086,61981,0.214846331
14086,66011,0.347188404
25393,80977,0.381668335
25393,69015,0.311013408
25393,32271,0.393671016
82557,61128,0.579233308
91199,85777,0.307095165
91199,3508,0.145342206
91199,9294,0.371685378
91199,68488,0.34119821
92964,55273,0.315338826
92964,45859,0.323640813
92964,17348,0.334607051
92964,91487,0.31120768
92964,58079,0.441433491
92964,13383,0.30483402
92964,39178,0.194507204
92964,77598,0.434224834
92964,91061,0.455432553
92964,3398,0.364166623
92964,91518,0.359551595
92964,59992,0.157563206
92964,77310,0.424799938
92964,16086,0.335260532
92964,86154,0.336954833
92964,64237,0.306492761
92964,59826,0.38391744
92964,50916,0.341386961
92964,52505,0.363790562
92964,27833,0.167641612
92964,84230,0.309330541
92964,14443,0.287907905
92964,48948,0.311784447
92964,23569,0.368339292
92964,15393,0.357830161
92964,54507,0.377085834
92964,30858,0.311319438
92964,52381,0.38790856
92964,72920,0.391475378
92964,59348,0.375684177
92964,45373,0.480211708
92964,71802,0.188434271
92964,70901,0.29835856
92964,6144,0.155999891
92964,9345,0.342525972
92964,26406,0.361119813
92964,32601,0.367256348
92964,31930,0.592484349
92964,50251,0.328212519
92964,72136,0.334753515
92964,90335,0.288095597
92964,83411,0.520005747
92964,9561,0.310110088
92964,202,0.561092998
92964,67249,0.357891047
92964,41771,0.324361726
92964,81614,0.330033474
92964,68605,0.375242689
92964,61755,0.367354753
92964,62861,0.599194611
92964,53379,0.39776079
92964,78855,0.309098673
92964,54083,0.132862899
92964,71478,0.278774448
92964,23678,0.226360598
92964,10209,0.489863131
92964,18341,0.331604466
92964,82682,0.538227596
92964,7446,0.392798414
92964,3184,0.357063942
92964,62807,0.349415538
92964,10376,0.447894729
92964,56542,0.508997637
92964,17464,0.36801897
92964,62552,0.395454262
92964,27067,0.36605723
8172,85777,0.478872218
8172,54617,0.383578052
8172,45088,0.12098417
8172,16785,0.301693052
8172,87314,0.352498637
8172,66829,0.317973936
16769,54368,0.286556901
16769,4486,0.155296411
16769,16,0.462509654
40,38265,0.49328158
40,48721,0.301168074
40,80814,0.360244045
40,89397,0.245202503
40,26169,0.36803524
40,49739,0.215052153
40,59229,0.193135524
40,45062,0.334982319
40,59029,0.399367191
40,11721,0.150330019
40,26328,0.344004612
40,33020,0.318281234
40,91603,0.57223838
40,8700,0.13931519
40,40490,0.19179377
40,91992,0.338166457
40,13624,0.453519844
40,50197,0.111919729
40,72860,0.306351126
40,90747,0.198804306
40,39813,0.40136075
40,77411,0.316011623
40,19316,0.317653984
40,47248,0.392589387
40,76880,0.391089773
77735,909,0.178383687
49119,41296,0.397192187
10234,43118,0.388324555
10234,2122,0.328487419
10234,5637,0.500653172
10234,33206,0.519072112
10234,24564,0.105154977
10234,90783,0.151997453
10234,49294,0.163451078
10234,56772,0.210005338
10234,4788,0.328828046
10234,89931,0.593977971
10234,4943,0.416132214
10234,15191,0.253907484
10234,11105,0.33879986
10234,62529,0.459405274
10234,27830,0.360261298
10234,17420,0.494911476
10234,39613,0.388389677
10234,33414,0.384901305
10234,6667,0.172840206
10234,38647,0.312516251
10234,56451,0.207850662
10234,18410,0.353902697
10234,38838,0.111878814
10234,43669,0.348808909
10234,78132,0.512229588
10234,35671,0.477909653
10234,89132,0.400307454
10234,68048,0.250634044
10234,83112,0.322351601
10234,17848,0.585346034
10234,78430,0.355459118
10234,83639,0.385933514
10234,75996,0.461739564
10234,78077,0.567581901
10234,91914,0.346562889
10234,90787,0.202462359
10234,6444,0.355882561
10234,82051,0.320614756
10234,26198,0.31001011
10234,48605,0.223304115
10234,19612,0.598964142
10234,20239,0.320227227
10234,44390,0.321893435
10234,51124,0.335051936
10234,77809,0.368210052
10234,91211,0.564914543
10234,18247,0.450691998
10234,41566,0.194746484
10234,34167,0.317975273
10234,45850,0.399758443
10234,20754,0.354179281
10234,29651,0.341996861
10234,90656,0.479704984
10234,48364,0.330772806
10234,74675,0.370039989
10234,9510,0.320463351
10234,93133,0.447982821
10234,32468,0.348355625
10234,89944,0.320695428
10234,11797,0.340636739
10234,61907,0.389145015
10234,51990,0.154660101
10234,83887,0.40903938
10234,61944,0.358327059
10234,38562,0.352026259
10234,59267,0.377275183
10234,11581,0.365529288
10234,24323,0.339941072
10234,24949,0.158522993
10234,57525,0.316701255
10234,10209,0.241055542
81498,70846,0.105829266
81498,83426,0.239182192
81498,69827,0.348176429
81498,28491,0.108980815
81498,82105,0.315137524
81498,84230,0.366311117
81498,21546,0.30496768
81498,47551,0.35629471
81498,7183,0.354526394
81498,21215,0.281917456
81498,58045,0.351450086
81498,55406,0.389450987
81498,90678,0.307717749
81498,72180,0.348222343
81498,76362,0.318730505
81498,39277,0.185312234
81498,3184,0.27735878
71937,78426,0.505393094
4155,44380,0.229932071
4155,13293,0.20866142
4155,42481,0.330769689
4155,21018,0.126922122
36301,9972,0.325140017
36301,26592,0.55077974
36301,47306,0.30370661
36301,38127,0.321080922
36301,3412,0.395538452
36301,6271,0.312690663
36301,93327,0.401539152
36301,84353,0.337692527
10438,78084,0.358824843
10438,54365,0.252788079
10438,92168,0.352384073
10438,10165,0.188353827
10438,55321,0.323433529
78084,19577,0.375150607
78084,44115,0.314160288
78084,18500,0.320805304
78084,58648,0.357558115
78084,54365,0.112032912
78084,62102,0.188106262
19577,82950,0.318631642
19577,58648,0.351977814
